expnum seeing efftime survey_speed comment
1375696 1.8409534692764282 10.227343559265137 0.020454687997698784 "Automatically flagged"
1375697 1.7171838283538818 9.561424255371094 0.01912284828722477 "Automatically flagged"
1375698 1.375072717666626 36.73021697998047 0.07346043735742569 "Automatically flagged"
1375699 1.2965863943099976 48.16508102416992 0.09633015841245651 "Automatically flagged"
1375717 0.850245475769043 35.307289123535156 0.2632530629634857 "Automatically flagged"
1375744 0.9460895657539368 42.629051208496094 0.7855037450790405 "Automatically flagged"
1375764 1.0270345211029053 67.99596405029297 1.1050935983657837 "Automatically flagged"
1376488 1.772849440574646 99.01271057128906 0.22002825140953064 "Automatically flagged"
1376491 1.2297828197479248 48.50354766845703 0.6854695081710815 "Automatically flagged"
1381876 0.9675467014312744 7.339799404144287 0.19896554946899414 "Automatically flagged"
1381974 0.9721503257751465 50.80089569091797 0.10160179436206818 "Automatically flagged"
1382129 1.5951447486877441 79.63386535644531 0.3866301476955414 "Automatically flagged"
1382147 1.0090363025665283 71.37544250488281 1.0342813730239868 "Automatically flagged"
1390479 1.4364943504333496 11.866519927978516 0.023733040317893028 "Automatically flagged"
1390480 1.3258329629898071 18.311622619628906 0.03662324696779251 "Automatically flagged"
1390483 1.3223681449890137 49.67501449584961 0.09935002774000168 "Automatically flagged"
1390484 1.2784987688064575 33.71928405761719 0.06743856519460678 "Automatically flagged"
1390485 1.298825740814209 42.76538848876953 0.08553078025579453 "Automatically flagged"
1390486 1.2331562042236328 64.6906509399414 0.12938129901885986 "Automatically flagged"
1390490 2.337045669555664 64.05570983886719 0.12811142206192017 "Automatically flagged"
1390491 1.601730227470398 22.836881637573242 0.045673761516809464 "Automatically flagged"
1390492 1.4717247486114502 96.52285766601562 0.1930457204580307 "Automatically flagged"
1390495 1.7271137237548828 61.887996673583984 0.12377599626779556 "Automatically flagged"
1390534 1.477450966835022 73.16763305664062 0.2102518230676651 "Automatically flagged"
1390555 1.6986138820648193 58.527191162109375 0.11705438047647476 "Automatically flagged"
1390717 2.942795515060425 25.926340103149414 0.05185268074274063 "Automatically flagged"
1390719 1.9959051609039307 12.448803901672363 0.024897607043385506 "Automatically flagged"
1390720 2.0960943698883057 5.997010231018066 0.011994020082056522 "Automatically flagged"
1390721 2.069404125213623 4.709173679351807 0.009418346919119358 "Automatically flagged"
1390725 1.8106791973114014 35.56383514404297 0.07112766802310944 "Automatically flagged"
1391386 2.363428831100464 91.9307632446289 0.18386152386665344 "Automatically flagged"
1391387 2.2622570991516113 101.68174743652344 0.20336349308490753 "Automatically flagged"
1391414 2.0200159549713135 126.06190490722656 0.25212380290031433 "Automatically flagged"
1391628 1.2677440643310547 94.1070556640625 0.18821410834789276 "Automatically flagged"
1419475 1.2370647192001343 71.7929916381836 0.14358597993850708 "Automatically flagged"
1419476 1.1855878829956055 90.45716857910156 0.18091434240341187 "Automatically flagged"
1419477 1.6236512660980225 64.20410919189453 0.12840822339057922 "Automatically flagged"
1419479 1.460967779159546 50.426334381103516 0.10085266828536987 "Automatically flagged"
1419480 1.3193166255950928 93.7267074584961 0.18745341897010803 "Automatically flagged"
1419545 0.9715054035186768 86.45841217041016 1.7357746362686157 "Automatically flagged"
1425703 1.5962331295013428 30.787904739379883 0.038484882563352585 "Automatically flagged"
1425704 1.4220682382583618 63.56558609008789 0.07945698499679565 "Automatically flagged"
1425705 1.4752401113510132 65.82569122314453 0.08228211104869843 "Automatically flagged"
1425706 1.3240926265716553 38.31199264526367 0.04788999259471893 "Automatically flagged"
1425707 1.2699204683303833 41.01758575439453 0.05127198249101639 "Automatically flagged"
1425708 1.1467952728271484 42.942474365234375 0.05367809161543846 "Automatically flagged"
1425709 1.1046124696731567 56.65757369995117 0.07082197070121765 "Automatically flagged"
1425711 0.9936454892158508 70.1067123413086 0.0876333937048912 "Automatically flagged"
1425712 0.9988867044448853 51.77524948120117 0.064719058573246 "Automatically flagged"
1425713 0.9966069459915161 141.47328186035156 0.176841601729393 "Automatically flagged"
1425714 0.9993298649787903 46.5792350769043 0.05822404474020004 "Automatically flagged"
1425715 1.0431628227233887 106.99010467529297 0.13373762369155884 "Automatically flagged"
1425716 1.0793927907943726 25.550024032592773 0.031937528401613235 "Automatically flagged"
1425717 1.126936435699463 21.965757369995117 0.02745719626545906 "Automatically flagged"
1425718 1.1171716451644897 12.343894958496094 0.01542986836284399 "Automatically flagged"
1425719 1.095118761062622 59.086204528808594 0.07385775446891785 "Automatically flagged"
1425720 1.099949598312378 22.826629638671875 0.028533287346363068 "Automatically flagged"
1425721 1.084656000137329 154.1036376953125 0.19262954592704773 "Automatically flagged"
1425722 1.0580182075500488 152.18136596679688 0.1902267038822174 "Automatically flagged"
1425723 1.0592962503433228 143.9923858642578 0.1799904853105545 "Automatically flagged"
1425724 1.0284528732299805 31.52351951599121 0.03940439969301224 "Automatically flagged"
1425725 1.0169388055801392 7.32075309753418 0.009150940924882889 "Automatically flagged"
