id            ra              dec            ra(subaru)     dec(subaru)
W_020040      39.0716000      -1.5250000     023617.184     -013130.00
W_020041     330.8721000      -0.4000000     220329.304     -002400.00
W_020042     332.1712000      -0.4000000     220841.088     -002400.00
W_020043     333.4702000      -0.4000000     221352.848     -002400.00
W_020044     334.7692000      -0.4000000     221904.608     -002400.00
W_020045     336.0683000      -0.4000000     222416.392     -002400.00
W_020046     337.3673000      -0.4000000     222928.152     -002400.00
W_020047     338.6664000      -0.4000000     223439.936     -002400.00
W_020048     339.9654000      -0.4000000     223951.696     -002400.00
W_020049     341.2644000      -0.4000000     224503.456     -002400.00
W_020050     342.5635000      -0.4000000     225015.240     -002400.00
W_020051     343.8625000      -0.4000000     225527.000     -002400.00
W_020052     345.1615000      -0.4000000     230038.760     -002400.00
W_020053     346.4606000      -0.4000000     230550.544     -002400.00
W_020054     347.7596000      -0.4000000     231102.304     -002400.00
W_020055     349.0587000      -0.4000000     231614.088     -002400.00
W_020056     350.3576900      -0.4000000     232125.846     -002400.00
W_020057     351.6567300      -0.4000000     232637.615     -002400.00
W_020058     352.9557700      -0.4000000     233149.385     -002400.00
W_020059     354.2548100      -0.4000000     233701.154     -002400.00
W_020060     355.5538500      -0.4000000     234212.924     -002400.00
W_020061     356.8528900      -0.4000000     234724.694     -002400.00
W_020062     358.1519200      -0.4000000     235236.461     -002400.00
W_020063     359.4509620      -0.4000000     235748.231     -002400.00
W_020064       0.7500000      -0.4000000     000300.000     -002400.00
W_020065       2.0490400      -0.4000000     000811.770     -002400.00
W_020066       3.3480800      -0.4000000     001323.539     -002400.00
W_020067       4.6471100      -0.4000000     001835.306     -002400.00
W_020068       5.9461500      -0.4000000     002347.076     -002400.00
W_020069       7.2451900      -0.4000000     002858.846     -002400.00
W_020070       8.5442300      -0.4000000     003410.615     -002400.00
W_020071       9.8432700      -0.4000000     003922.385     -002400.00
W_020072      11.1423000      -0.4000000     004434.152     -002400.00
W_020073      12.4413000      -0.4000000     004945.912     -002400.00
W_020074      13.7404000      -0.4000000     005457.696     -002400.00
W_020075      15.0394000      -0.4000000     010009.456     -002400.00
W_020076      16.3385000      -0.4000000     010521.240     -002400.00
W_020077      17.6375000      -0.4000000     011033.000     -002400.00
W_020078      18.9365000      -0.4000000     011544.760     -002400.00
W_020079      20.2356000      -0.4000000     012056.544     -002400.00
W_020080      21.5346000      -0.4000000     012608.304     -002400.00
W_020081      22.8336000      -0.4000000     013120.064     -002400.00
W_020082      24.1327000      -0.4000000     013631.848     -002400.00
W_020083      25.4317000      -0.4000000     014143.608     -002400.00
W_020084      26.7308000      -0.4000000     014655.392     -002400.00
W_020085      28.0298000      -0.4000000     015207.152     -002400.00
W_020086      29.3288000      -0.4000000     015718.912     -002400.00
W_020087      30.6279000      -0.4000000     020230.696     -002400.00
W_020088      31.9269000      -0.4000000     020742.456     -002400.00
W_020089      33.2260000      -0.4000000     021254.240     -002400.00
W_020090      34.5250000      -0.4000000     021806.000     -002400.00
W_020091      35.8240000      -0.4000000     022317.760     -002400.00
W_020092      37.1231000      -0.4000000     022829.544     -002400.00
W_020093      38.4221000      -0.4000000     023341.304     -002400.00
W_020094     331.5216000       0.7250000     220605.184     +004330.00
W_020095     332.8207000       0.7250000     221116.968     +004330.00
W_020096     334.1197000       0.7250000     221628.728     +004330.00
W_020097     335.4188000       0.7250000     222140.512     +004330.00
W_020098     336.7178000       0.7250000     222652.272     +004330.00
W_020099     338.0168000       0.7250000     223204.032     +004330.00
W_020100     339.3159000       0.7250000     223715.816     +004330.00
W_020101     340.6149000       0.7250000     224227.576     +004330.00
W_020102     341.9139000       0.7250000     224739.336     +004330.00
W_020103     343.2130000       0.7250000     225251.120     +004330.00
W_020104     344.5120000       0.7250000     225802.880     +004330.00
W_020105     345.8111000       0.7250000     230314.664     +004330.00
W_020106     347.1101000       0.7250000     230826.424     +004330.00
W_020107     348.4091000       0.7250000     231338.184     +004330.00
W_020108     349.7082000       0.7250000     231849.968     +004330.00
W_020109     351.0072100       0.7250000     232401.730     +004330.00
W_020110     352.3062500       0.7250000     232913.500     +004330.00
W_020111     353.6052900       0.7250000     233425.270     +004330.00
W_020112     354.9043300       0.7250000     233937.039     +004330.00
W_020113     356.2033700       0.7250000     234448.809     +004330.00
W_020114     357.5024000       0.7250000     235000.576     +004330.00
W_020115     358.8014400       0.7250000     235512.346     +004330.00
W_020116       0.1004810       0.7250000     000024.115     +004330.00
W_020117       1.3995200       0.7250000     000535.885     +004330.00
W_020118       2.6985600       0.7250000     001047.654     +004330.00
W_020119       3.9976000       0.7250000     001559.424     +004330.00
W_020120       5.2966300       0.7250000     002111.191     +004330.00
W_020121       6.5956700       0.7250000     002622.961     +004330.00
W_020122       7.8947100       0.7250000     003134.730     +004330.00
W_020123       9.1937500       0.7250000     003646.500     +004330.00
W_020124      10.4928000       0.7250000     004158.272     +004330.00
W_020125      11.7918000       0.7250000     004710.032     +004330.00
W_020126      13.0909000       0.7250000     005221.816     +004330.00
W_020127      14.3899000       0.7250000     005733.576     +004330.00
W_020128      15.6889000       0.7250000     010245.336     +004330.00
W_020129      16.9880000       0.7250000     010757.120     +004330.00
W_020130      18.2870000       0.7250000     011308.880     +004330.00
W_020131      19.5861000       0.7250000     011820.664     +004330.00
W_020132      20.8851000       0.7250000     012332.424     +004330.00
W_020133      22.1841000       0.7250000     012844.184     +004330.00
W_020134      23.4832000       0.7250000     013355.968     +004330.00
W_020135      24.7822000       0.7250000     013907.728     +004330.00
W_020136      26.0812000       0.7250000     014419.488     +004330.00
W_020137      27.3803000       0.7250000     014931.272     +004330.00
W_020138      28.6793000       0.7250000     015443.032     +004330.00
W_020139      29.9784000       0.7250000     015954.816     +004330.00
W_020140      31.2774000       0.7250000     020506.576     +004330.00
W_020141      32.5764000       0.7250000     021018.336     +004330.00
W_020142      33.8755000       0.7250000     021530.120     +004330.00
W_020143      35.1745000       0.7250000     022041.880     +004330.00
W_020144      36.4735000       0.7250000     022553.640     +004330.00
W_020145      37.7726000       0.7250000     023105.424     +004330.00
W_020146      39.0716000       0.7250000     023617.184     +004330.00
W_020147     330.8721000       1.8500000     220329.304     +015100.00
W_020148     332.1712000       1.8500000     220841.088     +015100.00
W_020149     333.4702000       1.8500000     221352.848     +015100.00
W_020150     334.7692000       1.8500000     221904.608     +015100.00
W_020151     336.0683000       1.8500000     222416.392     +015100.00
W_020152     337.3673000       1.8500000     222928.152     +015100.00
W_020153     338.6664000       1.8500000     223439.936     +015100.00
W_020154     339.9654000       1.8500000     223951.696     +015100.00
W_020155     341.2644000       1.8500000     224503.456     +015100.00
W_020156     342.5635000       1.8500000     225015.240     +015100.00
W_020157     343.8625000       1.8500000     225527.000     +015100.00
W_020158     345.1615000       1.8500000     230038.760     +015100.00
W_020159     346.4606000       1.8500000     230550.544     +015100.00
W_020160     347.7596000       1.8500000     231102.304     +015100.00
W_020161     349.0587000       1.8500000     231614.088     +015100.00
W_020162     350.3576900       1.8500000     232125.846     +015100.00
W_020163     351.6567300       1.8500000     232637.615     +015100.00
W_020164     352.9557700       1.8500000     233149.385     +015100.00
W_020165     354.2548100       1.8500000     233701.154     +015100.00
W_020166     355.5538500       1.8500000     234212.924     +015100.00
W_020167     356.8528900       1.8500000     234724.694     +015100.00
W_020168     358.1519200       1.8500000     235236.461     +015100.00
W_020169     359.4509620       1.8500000     235748.231     +015100.00
W_020170       0.7500000       1.8500000     000300.000     +015100.00
W_020171       2.0490400       1.8500000     000811.770     +015100.00
W_020172       3.3480800       1.8500000     001323.539     +015100.00
W_020173       4.6471100       1.8500000     001835.306     +015100.00
W_020174       5.9461500       1.8500000     002347.076     +015100.00
W_020175       7.2451900       1.8500000     002858.846     +015100.00
W_020176       8.5442300       1.8500000     003410.615     +015100.00
W_020177       9.8432700       1.8500000     003922.385     +015100.00
W_020178      11.1423000       1.8500000     004434.152     +015100.00
W_020179      12.4413000       1.8500000     004945.912     +015100.00
W_020180      13.7404000       1.8500000     005457.696     +015100.00
W_020181      15.0394000       1.8500000     010009.456     +015100.00
W_020182      16.3385000       1.8500000     010521.240     +015100.00
W_020183      17.6375000       1.8500000     011033.000     +015100.00
W_020184      18.9365000       1.8500000     011544.760     +015100.00
W_020185      20.2356000       1.8500000     012056.544     +015100.00
W_020186      21.5346000       1.8500000     012608.304     +015100.00
W_020187      22.8336000       1.8500000     013120.064     +015100.00
W_020188      24.1327000       1.8500000     013631.848     +015100.00
W_020189      25.4317000       1.8500000     014143.608     +015100.00
W_020190      26.7308000       1.8500000     014655.392     +015100.00
W_020191      28.0298000       1.8500000     015207.152     +015100.00
W_020192      29.3288000       1.8500000     015718.912     +015100.00
W_020193      30.6279000       1.8500000     020230.696     +015100.00
W_020194      31.9269000       1.8500000     020742.456     +015100.00
W_020195      33.2260000       1.8500000     021254.240     +015100.00
W_020196      34.5250000       1.8500000     021806.000     +015100.00
W_020197      35.8240000       1.8500000     022317.760     +015100.00
W_020198      37.1231000       1.8500000     022829.544     +015100.00
W_020199      38.4221000       1.8500000     023341.304     +015100.00
W_020200     331.5216000       2.9750000     220605.184     +025830.00
W_020201     332.8207000       2.9750000     221116.968     +025830.00
W_020202     334.1197000       2.9750000     221628.728     +025830.00
W_020203     335.4188000       2.9750000     222140.512     +025830.00
W_020204     336.7178000       2.9750000     222652.272     +025830.00
W_020205     338.0168000       2.9750000     223204.032     +025830.00
W_020206     339.3159000       2.9750000     223715.816     +025830.00
W_020207     340.6149000       2.9750000     224227.576     +025830.00
W_020208     341.9139000       2.9750000     224739.336     +025830.00
W_020209     343.2130000       2.9750000     225251.120     +025830.00
W_020210     344.5120000       2.9750000     225802.880     +025830.00
W_020211     345.8111000       2.9750000     230314.664     +025830.00
W_020212     347.1101000       2.9750000     230826.424     +025830.00
W_020213     348.4091000       2.9750000     231338.184     +025830.00
W_020214     349.7082000       2.9750000     231849.968     +025830.00
W_020215     351.0072100       2.9750000     232401.730     +025830.00
W_020216     352.3062500       2.9750000     232913.500     +025830.00
W_020217     353.6052900       2.9750000     233425.270     +025830.00
W_020218     354.9043300       2.9750000     233937.039     +025830.00
W_020219     356.2033700       2.9750000     234448.809     +025830.00
W_020220     357.5024000       2.9750000     235000.576     +025830.00
W_020221     358.8014400       2.9750000     235512.346     +025830.00
W_020222       0.1004810       2.9750000     000024.115     +025830.00
W_020223       1.3995200       2.9750000     000535.885     +025830.00
W_020224       2.6985600       2.9750000     001047.654     +025830.00
W_020225       3.9976000       2.9750000     001559.424     +025830.00
W_020226       5.2966300       2.9750000     002111.191     +025830.00
W_020227       6.5956700       2.9750000     002622.961     +025830.00
W_020228       7.8947100       2.9750000     003134.730     +025830.00
W_020229       9.1937500       2.9750000     003646.500     +025830.00
W_020230      10.4928000       2.9750000     004158.272     +025830.00
W_020231      11.7918000       2.9750000     004710.032     +025830.00
W_020232      13.0909000       2.9750000     005221.816     +025830.00
W_020233      14.3899000       2.9750000     005733.576     +025830.00
W_020234      15.6889000       2.9750000     010245.336     +025830.00
W_020235      16.9880000       2.9750000     010757.120     +025830.00
W_020236      18.2870000       2.9750000     011308.880     +025830.00
W_020237      19.5861000       2.9750000     011820.664     +025830.00
W_020238      20.8851000       2.9750000     012332.424     +025830.00
W_020239      22.1841000       2.9750000     012844.184     +025830.00
W_020240      23.4832000       2.9750000     013355.968     +025830.00
W_020241      24.7822000       2.9750000     013907.728     +025830.00
W_020242      26.0812000       2.9750000     014419.488     +025830.00
W_020243      27.3803000       2.9750000     014931.272     +025830.00
W_020244      28.6793000       2.9750000     015443.032     +025830.00
W_020245      29.9784000       2.9750000     015954.816     +025830.00
W_020246      31.2774000       2.9750000     020506.576     +025830.00
W_020247      32.5764000       2.9750000     021018.336     +025830.00
W_020248      33.8755000       2.9750000     021530.120     +025830.00
W_020249      35.1745000       2.9750000     022041.880     +025830.00
W_020250      36.4735000       2.9750000     022553.640     +025830.00
W_020251      37.7726000       2.9750000     023105.424     +025830.00
W_020252      39.0716000       2.9750000     023617.184     +025830.00
W_020253     330.8721000       4.1000000     220329.304     +040600.00
W_020254     332.1712000       4.1000000     220841.088     +040600.00
W_020255     333.4702000       4.1000000     221352.848     +040600.00
W_020256     334.7692000       4.1000000     221904.608     +040600.00
W_020257     336.0683000       4.1000000     222416.392     +040600.00
W_020258     337.3673000       4.1000000     222928.152     +040600.00
W_020259     338.6664000       4.1000000     223439.936     +040600.00
W_020260     339.9654000       4.1000000     223951.696     +040600.00
W_020261     341.2644000       4.1000000     224503.456     +040600.00
W_020262     342.5635000       4.1000000     225015.240     +040600.00
W_020263     343.8625000       4.1000000     225527.000     +040600.00
W_020264     345.1615000       4.1000000     230038.760     +040600.00
W_020265     346.4606000       4.1000000     230550.544     +040600.00
W_020266     347.7596000       4.1000000     231102.304     +040600.00
W_020267     349.0587000       4.1000000     231614.088     +040600.00
W_020268     350.3576900       4.1000000     232125.846     +040600.00
W_020269     351.6567300       4.1000000     232637.615     +040600.00
W_020270     352.9557700       4.1000000     233149.385     +040600.00
W_020271     354.2548100       4.1000000     233701.154     +040600.00
W_020272     355.5538500       4.1000000     234212.924     +040600.00
W_020273     356.8528900       4.1000000     234724.694     +040600.00
W_020274     358.1519200       4.1000000     235236.461     +040600.00
W_020275     359.4509620       4.1000000     235748.231     +040600.00
W_020276       0.7500000       4.1000000     000300.000     +040600.00
W_020277       2.0490400       4.1000000     000811.770     +040600.00
W_020278       3.3480800       4.1000000     001323.539     +040600.00
W_020279       4.6471100       4.1000000     001835.306     +040600.00
W_020280       5.9461500       4.1000000     002347.076     +040600.00
W_020281       7.2451900       4.1000000     002858.846     +040600.00
W_020282       8.5442300       4.1000000     003410.615     +040600.00
W_020283       9.8432700       4.1000000     003922.385     +040600.00
W_020284      11.1423000       4.1000000     004434.152     +040600.00
W_020285      12.4413000       4.1000000     004945.912     +040600.00
W_020286      13.7404000       4.1000000     005457.696     +040600.00
W_020287      15.0394000       4.1000000     010009.456     +040600.00
W_020288      16.3385000       4.1000000     010521.240     +040600.00
W_020289      17.6375000       4.1000000     011033.000     +040600.00
W_020290      18.9365000       4.1000000     011544.760     +040600.00
W_020291      20.2356000       4.1000000     012056.544     +040600.00
W_020292      21.5346000       4.1000000     012608.304     +040600.00
W_020293      22.8336000       4.1000000     013120.064     +040600.00
W_020294      24.1327000       4.1000000     013631.848     +040600.00
W_020295      25.4317000       4.1000000     014143.608     +040600.00
W_020296      26.7308000       4.1000000     014655.392     +040600.00
W_020297      28.0298000       4.1000000     015207.152     +040600.00
W_020298      29.3288000       4.1000000     015718.912     +040600.00
W_020299      30.6279000       4.1000000     020230.696     +040600.00
W_020300      31.9269000       4.1000000     020742.456     +040600.00
W_020301      33.2260000       4.1000000     021254.240     +040600.00
W_020302      34.5250000       4.1000000     021806.000     +040600.00
W_020303      35.8240000       4.1000000     022317.760     +040600.00
W_020304      37.1231000       4.1000000     022829.544     +040600.00
W_020305      38.4221000       4.1000000     023341.304     +040600.00
W_020306     331.5216000       5.2250000     220605.184     +051330.00
W_020307     332.8207000       5.2250000     221116.968     +051330.00
W_020308     334.1197000       5.2250000     221628.728     +051330.00
W_020309     335.4188000       5.2250000     222140.512     +051330.00
W_020310     336.7178000       5.2250000     222652.272     +051330.00
W_020311     338.0168000       5.2250000     223204.032     +051330.00
W_020312     339.3159000       5.2250000     223715.816     +051330.00
W_020313     340.6149000       5.2250000     224227.576     +051330.00
W_020314     341.9139000       5.2250000     224739.336     +051330.00
W_020315     343.2130000       5.2250000     225251.120     +051330.00
W_020316     344.5120000       5.2250000     225802.880     +051330.00
W_020317     345.8111000       5.2250000     230314.664     +051330.00
W_020318     347.1101000       5.2250000     230826.424     +051330.00
W_020319     348.4091000       5.2250000     231338.184     +051330.00
W_020320     349.7082000       5.2250000     231849.968     +051330.00
W_020321     351.0072100       5.2250000     232401.730     +051330.00
W_020322     352.3062500       5.2250000     232913.500     +051330.00
W_020323     353.6052900       5.2250000     233425.270     +051330.00
W_020324     354.9043300       5.2250000     233937.039     +051330.00
W_020325     356.2033700       5.2250000     234448.809     +051330.00
W_020326     357.5024000       5.2250000     235000.576     +051330.00
W_020327     358.8014400       5.2250000     235512.346     +051330.00
W_020328       0.1004810       5.2250000     000024.115     +051330.00
W_020329       1.3995200       5.2250000     000535.885     +051330.00
W_020330       2.6985600       5.2250000     001047.654     +051330.00
W_020331       3.9976000       5.2250000     001559.424     +051330.00
W_020332       5.2966300       5.2250000     002111.191     +051330.00
W_020333       6.5956700       5.2250000     002622.961     +051330.00
W_020334       7.8947100       5.2250000     003134.730     +051330.00
W_020335       9.1937500       5.2250000     003646.500     +051330.00
W_020336      10.4928000       5.2250000     004158.272     +051330.00
W_020337      11.7918000       5.2250000     004710.032     +051330.00
W_020338      13.0909000       5.2250000     005221.816     +051330.00
W_020339      14.3899000       5.2250000     005733.576     +051330.00
W_020340      15.6889000       5.2250000     010245.336     +051330.00
W_020341      16.9880000       5.2250000     010757.120     +051330.00
W_020342      18.2870000       5.2250000     011308.880     +051330.00
W_020343      19.5861000       5.2250000     011820.664     +051330.00
W_020344      20.8851000       5.2250000     012332.424     +051330.00
W_020345      22.1841000       5.2250000     012844.184     +051330.00
W_020346      23.4832000       5.2250000     013355.968     +051330.00
W_020347      24.7822000       5.2250000     013907.728     +051330.00
W_020348      26.0812000       5.2250000     014419.488     +051330.00
W_020349      27.3803000       5.2250000     014931.272     +051330.00
W_020350      28.6793000       5.2250000     015443.032     +051330.00
W_020351      29.9784000       5.2250000     015954.816     +051330.00
W_020352      31.2774000       5.2250000     020506.576     +051330.00
W_020353      32.5764000       5.2250000     021018.336     +051330.00
W_020354      33.8755000       5.2250000     021530.120     +051330.00
W_020355      35.1745000       5.2250000     022041.880     +051330.00
W_020356      36.4735000       5.2250000     022553.640     +051330.00
W_020357      37.7726000       5.2250000     023105.424     +051330.00
W_020358      39.0716000       5.2250000     023617.184     +051330.00
W_020359     330.8721000       6.3500000     220329.304     +062100.00
W_020360     332.1712000       6.3500000     220841.088     +062100.00
W_020361     333.4702000       6.3500000     221352.848     +062100.00
W_020362     334.7692000       6.3500000     221904.608     +062100.00
W_020363     336.0683000       6.3500000     222416.392     +062100.00
W_020364     337.3673000       6.3500000     222928.152     +062100.00
W_020365     338.6664000       6.3500000     223439.936     +062100.00
W_020366     339.9654000       6.3500000     223951.696     +062100.00
W_020367     341.2644000       6.3500000     224503.456     +062100.00
W_020368     342.5635000       6.3500000     225015.240     +062100.00
W_020369     343.8625000       6.3500000     225527.000     +062100.00
W_020370     345.1615000       6.3500000     230038.760     +062100.00
W_020371     346.4606000       6.3500000     230550.544     +062100.00
W_020372     347.7596000       6.3500000     231102.304     +062100.00
W_020373     349.0587000       6.3500000     231614.088     +062100.00
W_020374     350.3576900       6.3500000     232125.846     +062100.00
W_020375     351.6567300       6.3500000     232637.615     +062100.00
W_020376     352.9557700       6.3500000     233149.385     +062100.00
W_020377     354.2548100       6.3500000     233701.154     +062100.00
W_020378     355.5538500       6.3500000     234212.924     +062100.00
W_020379     356.8528900       6.3500000     234724.694     +062100.00
W_020380     358.1519200       6.3500000     235236.461     +062100.00
W_020381     359.4509620       6.3500000     235748.231     +062100.00
W_020382       0.7500000       6.3500000     000300.000     +062100.00
W_020383       2.0490400       6.3500000     000811.770     +062100.00
W_020384       3.3480800       6.3500000     001323.539     +062100.00
W_020385       4.6471100       6.3500000     001835.306     +062100.00
W_020386       5.9461500       6.3500000     002347.076     +062100.00
W_020387       7.2451900       6.3500000     002858.846     +062100.00
W_020388       8.5442300       6.3500000     003410.615     +062100.00
W_020389       9.8432700       6.3500000     003922.385     +062100.00
W_020390      11.1423000       6.3500000     004434.152     +062100.00
W_020391      12.4413000       6.3500000     004945.912     +062100.00
W_020392      13.7404000       6.3500000     005457.696     +062100.00
W_020393      15.0394000       6.3500000     010009.456     +062100.00
W_020394      16.3385000       6.3500000     010521.240     +062100.00
W_020395      17.6375000       6.3500000     011033.000     +062100.00
W_020396      18.9365000       6.3500000     011544.760     +062100.00
W_020397      20.2356000       6.3500000     012056.544     +062100.00
W_020398      21.5346000       6.3500000     012608.304     +062100.00
W_020399      22.8336000       6.3500000     013120.064     +062100.00
W_020400      24.1327000       6.3500000     013631.848     +062100.00
W_020401      25.4317000       6.3500000     014143.608     +062100.00
W_020402      26.7308000       6.3500000     014655.392     +062100.00
W_020403      28.0298000       6.3500000     015207.152     +062100.00
W_020404      29.3288000       6.3500000     015718.912     +062100.00
W_020405      30.6279000       6.3500000     020230.696     +062100.00
W_020406      31.9269000       6.3500000     020742.456     +062100.00
W_020407      33.2260000       6.3500000     021254.240     +062100.00
W_020408      34.5250000       6.3500000     021806.000     +062100.00
W_020409      35.8240000       6.3500000     022317.760     +062100.00
W_020410      37.1231000       6.3500000     022829.544     +062100.00
W_020411      38.4221000       6.3500000     023341.304     +062100.00
W_030001     200.0000000      42.7750000     132000.000     +424630.00
W_030002     201.7697758      42.7750000     132704.746     +424630.00
W_030003     203.5395517      42.7750000     133409.492     +424630.00
W_030004     205.3093275      42.7750000     134114.239     +424630.00
W_030005     207.0791033      42.7750000     134818.985     +424630.00
W_030006     208.8488791      42.7750000     135523.731     +424630.00
W_030007     210.6186550      42.7750000     140228.477     +424630.00
W_030008     212.3884308      42.7750000     140933.223     +424630.00
W_030009     214.1582066      42.7750000     141637.970     +424630.00
W_030010     215.9279824      42.7750000     142342.716     +424630.00
W_030011     217.6977583      42.7750000     143047.462     +424630.00
W_030012     219.4675341      42.7750000     143752.208     +424630.00
W_030013     221.2373099      42.7750000     144456.954     +424630.00
W_030014     223.0070857      42.7750000     145201.701     +424630.00
W_030015     224.7768616      42.7750000     145906.447     +424630.00
W_030016     226.5466374      42.7750000     150611.193     +424630.00
W_030017     228.3164132      42.7750000     151315.939     +424630.00
W_030018     230.0861890      42.7750000     152020.685     +424630.00
W_030019     231.8559649      42.7750000     152725.432     +424630.00
W_030020     233.6257407      42.7750000     153430.178     +424630.00
W_030021     235.3955165      42.7750000     154134.924     +424630.00
W_030022     237.1652923      42.7750000     154839.670     +424630.00
W_030023     238.9350682      42.7750000     155544.416     +424630.00
W_030024     240.7048440      42.7750000     160249.163     +424630.00
W_030025     242.4746198      42.7750000     160953.909     +424630.00
W_030026     244.2443956      42.7750000     161658.655     +424630.00
W_030027     246.0141715      42.7750000     162403.401     +424630.00
W_030028     247.7839473      42.7750000     163108.147     +424630.00
W_030029     249.5537231      42.7750000     163812.894     +424630.00
W_030030     200.8848879      43.9000000     132332.373     +435400.00
W_030031     202.6546637      43.9000000     133037.119     +435400.00
W_030032     204.4244396      43.9000000     133741.865     +435400.00
W_030033     206.1942154      43.9000000     134446.612     +435400.00
W_030034     207.9639912      43.9000000     135151.358     +435400.00
W_030035     209.7337670      43.9000000     135856.104     +435400.00
W_030036     211.5035429      43.9000000     140600.850     +435400.00
W_030037     213.2733187      43.9000000     141305.596     +435400.00
W_030038     215.0430945      43.9000000     142010.343     +435400.00
W_030039     216.8128703      43.9000000     142715.089     +435400.00
W_030040     218.5826462      43.9000000     143419.835     +435400.00
W_030041     220.3524220      43.9000000     144124.581     +435400.00
W_030042     222.1221978      43.9000000     144829.327     +435400.00
W_030043     223.8919736      43.9000000     145534.074     +435400.00
W_030044     225.6617495      43.9000000     150238.820     +435400.00
W_030045     227.4315253      43.9000000     150943.566     +435400.00
W_030046     229.2013011      43.9000000     151648.312     +435400.00
W_030047     230.9710769      43.9000000     152353.058     +435400.00
W_030048     232.7408528      43.9000000     153057.805     +435400.00
W_030049     234.5106286      43.9000000     153802.551     +435400.00
W_030050     236.2804044      43.9000000     154507.297     +435400.00
W_030051     238.0501803      43.9000000     155212.043     +435400.00
W_030052     239.8199561      43.9000000     155916.789     +435400.00
W_030053     241.5897319      43.9000000     160621.536     +435400.00
W_030054     243.3595077      43.9000000     161326.282     +435400.00
W_030055     245.1292836      43.9000000     162031.028     +435400.00
W_030056     246.8990594      43.9000000     162735.774     +435400.00
W_030057     248.6688352      43.9000000     163440.520     +435400.00
D_010001     150.9300000       3.0185556     100343.200     +030106.80
D_010002     149.6712500       2.6655000     095841.100     +023955.80
D_010003     150.5708333       1.7601944     100217.000     +014536.70
D_010004     149.3008333       1.4095000     095712.200     +012434.20
D_020001      35.8138750      -5.3085194     022315.330     -051830.67
D_020002      35.5934583      -4.0623556     022222.430     -040344.48
D_020003      36.8327500      -4.4631722     022719.860     -042747.42
D_030001     353.0352500       0.2803972     233208.460     +001649.43
D_030002     351.7590000       0.2803917     232702.160     +001649.41
D_030003     352.3605417      -0.8441500     232926.530     -005038.94
D_030004     351.0525000      -0.8296139     232412.600     -004946.61
D_040001     242.7533750      53.9418639     161100.810     +535630.71
D_040002     243.9444167      54.9882611     161546.660     +545917.74
D_040003     242.7252917      56.0471250     161054.070     +560249.65
D_040004     241.5674583      54.9880306     160616.190     +545916.91
U_010001     150.1191667       2.2058333     100028.600     +021221.00
U_020001      34.5650000      -4.8500000     021815.600     -045100.00
